ProjectilePosition, ActualDistance; EstimateDistance; Error
100, 10, (0.0, 0.0, 100.0), 1
(-14.1, 0.0, -14.1); 20; 20; 0
100, 10, (0.0, 0.0, 100.0), 1
(-56.6, 0.0, -56.6); 80; 20; 60
100, 10, (0.0, 0.0, 100.0), 1
(42.4, 0.0, 42.4); 60; 20; 40
100, 10, (0.0, 0.0, 100.0), 1
(80.0, 0.0, 0.0); 80; 20; 60
100, 10, (0.0, 0.0, 100.0), 1
(0.0, 0.0, -40.0); 40; 20; 20
100, 10, (0.0, 0.0, 100.0), 1
(28.3, 0.0, -28.3); 40; 20; 20
100, 10, (0.0, 0.0, 100.0), 1
(0.0, 0.0, 60.0); 60; 20; 40
